product_id,product_name,brand_id,brand_name,loves_count,price_usd,primary_category,secondary_category,rating,is_recommended,review_text,review_title,skin_tone,eye_color,skin_type,hair_color
P423145,Age Reversal Eye Complex,6219,Dermalogica,4351,79,Skincare,Eye Care,5,1,"The most amazing eye treatment on the market for visible fine lines and wrinkles. My eyes look brighter, smoother, and transformed! My husband uses it as well and we are both hooked! Invest in this product!!!!","Brighter, Smoother Eyes",fairLight,green,oily,auburn
P467112,Daily Microfoliant Exfoliator Refill Pack,6219,Dermalogica,8312,56,Skincare,Cleansers,5,1,I LOVE daily microfoliant and I have been using it for years. I only use it twice a week and I find that�s a sufficient exfoliation routine for me. But what i love the most about this is this packaging - AMAZING! I wish more brands would do this with their products (looking at you First Aid Beauty). I would also love if Sephora as a company encouraged this and shipped items with less packaging. Finding this refill made my day. Kudos to dermalogica! :),Thank you for green packaging!!! <3,fairLight,green,oily,red
P445822,Intensive Moisture Cleanser,6219,Dermalogica,2582,42,Skincare,Cleansers,4,1,"Most other cleansers, including the Special Cleansing Gel by Dermalogica, are too drying for me. This is perfect for my dry, sensitive, acne-prone skin, but it is expensive for a cleanser. More affordable cleansers from First Aid Beauty and La Roche-Posay also work well for me.",Good for dry skin,fair,blue,dry,brown
P415619,Dreamskin Skin Perfector,1073,Dior,40209,130,Skincare,Moisturizers,4,1,Love using this in the winter especially as a base for my makeup. Even alone it offers some subtle blurring and perfecting. It�s pricey but does last.,Great winter base for makeup,fair,hazel,combination,blonde
P472028,Capture Totale Super Potent Eye Serum,1073,Dior,8533,85,Skincare,Eye Care,4,1,"I received this complimentary product in exchange for my honest reviewI received this complimentary product in exchange for my honest review. I�m giving this 4 out of 5 stars.1: This eye serum is super lightweight, very fluid, and absorbs very quickly.2: The scent is so delightful! I love how this smells. It�s very fresh and dainty in a light scented lotion type of way, but it�s not irritating on my skin, especially with it being around the eyes.3: The metal applicator tip feels amazing on my skin. The first time I used this product, I used it right out of the box and it was instantly cooling and cold. I will have to remember to try it colder just to see.4: The packaging of the product and the box is pleasing to the eye and it feels good when I hold it. (I�m a sucker for nice packaging).",Pretty Nice!,light,hazel,combination,black
P467945,Capture Totale Super Potent Rich Cream,1073,Dior,2700,130,Skincare,Moisturizers,5,1,I was bummed when they discontinued the previous Capture Totale cream because it was my favorite but this did not disappoint. It has the same lovely smell and the same richness that my dry skin craves in the winter. My face just soaked up all the goodness and looked plump and refreshed in the morning. Highly recommend.,just as good as the previous formula rich cream,light,brown,combination,brown
P454806,Capture Totale Firming & Wrinkle-Correcting Cream,1073,Dior,7071,130,Skincare,Moisturizers,5,1,Only one. day 2 with the serum and cream and my sensitive skin is already glowing...will review back after a week but right now I�m very pleased.,Day 2 and my skin is glowing ??,light,green,normal,blonde
P480162,Cica Recover & Repair Multi-Use Balm,1073,Dior,3512,60,Skincare,Moisturizers,5,1,I�ve been using this for a couple weeks now and let me tell you it works wonders! It leaves those hard dried spots super soft and hydrated without having to reapply all day. It doesn�t leave a greasy feeling the skin absorb it well. I will definitely will repurchase this again. It is a bit overpriced but I really can�t complain with the results.,Miracle Balm.,fair,brown,combination,brown
P481972,La Mousse OFF/ON Foaming Face Cleanser,1073,Dior,9400,50,Skincare,Cleansers,4,1,"Good qualities and volumes, one of my favorite facial cleaners!",Will buy again,fair,brown,combination,black
P503999,Capture Totale Le Sérum Anti-Aging Serum,1073,Dior,2435,100,Skincare,Treatments,4,1,"I enjoyed this serum. It has a very light fragrance, not enough to be offensive and it doesn�t linger after application. This provides some radiance to my skin, I use it before makeup. My only issue is that I have to be very specific in how much I use or it will make me quite oily over the day. I�d recommend this to someone who wants a reliable high end serum.",Reliable Product,fair,hazel,combination,brunette
P428255,Capture Youth Serum Collection,1073,Dior,47079,110,Skincare,Treatments,5,1,Soothing and smoothing. This is the only product that actually calms my sensitive skin while taking some of the redness away.,Finally!,fair,blue,normal,blonde
P427729,Capture Youth Age-Delay Advanced Crème,1073,Dior,7745,110,Skincare,Moisturizers,4,1,"I�ve used this creme for 4 years now. One jar will last you a long time as you don�t need much. I have used it as a day and night creme. Even with combination skin, it does not make me oily throughout the day or make me break out. I�m in my 30s and feel like it is a great product for someone getting serious about skincare. It moisturizes without feeling heavy and leaves your skin feeling nice and supple. I do feel like for this price point you can get a moisturizer with more skincare benefits. This is a great basic moisturizer if you are willing to splurge!",Great moisturizer for combo skin.,lightMedium,brown,combination,black
P423264,One Essential Skin Boosting Super Serum,1073,Dior,8855,110,Skincare,Treatments,5,1,"Age: 37Skin Type: Oily/NormalConcern: Anti-Aging, Pore Size, Overall HealthI started using this serum along with the eye serum as a re-entry into Dior products after a long hiatus to check out other, more affordable, options.  Long story short: I�ll never doubt Dior again.This is the first step after cleansing that I go to.  It absorbs into the skin quickly with only two pumps of product for both face and neck.  The first week of use, I noticed a significant diminishment of wrinkles, particularly in the forehead region.  After two weeks, I noticed a natural glow that I hadn�t seen since my early twenties.  I�ve been using this product for a little over 2 months now and I won�t be deviating from it anytime soon.Note: - Dior puts fragrance in all their products.  I don�t understand how so many people are still surprised by this.  If you don�t like heavily scented products, don�t use Dior.- I use roughly a dozen Dior products exclusively on my skin.  My results have come through a strict regimen, a while food vegan diet, and a handful of natural supplements.  However, I did notice a significant improvement once I introduced this serum to my skincare routine.- I saw no change in pore size with this product, but I did find that in one of their Hydra Life masks!",One serum to rule them all.,light,brown,oily,red
P375354,Capture Totale Intensive Night Restorative Crème,1073,Dior,4799,175,Skincare,Moisturizers,5,1,"Does not disappoint.A gentle hydrating facial gel/wash + paulas choice advance replenishing toner + Dior hydralife sorbet + and finally right before bed I add this layer. It�s like the icing on the cake of a perfect winter skincare routine for anyone with textured, sensitive, extremely dry skin.",10/10 would recommend,lightMedium,brown,combination,brown
P416728,Dreamskin Skin Perfector Refill,1073,Dior,9535,102,Skincare,Treatments,4,1,"I worked for the brand and whenever a client would love this product but not the price of the bottle itself, I always suggested they buy the refill instead!  It�s cheaper and the product is distributed by a pump, so your product is protected!Get this!  Smoothes pores and leaves skin beautiful. Amazing as a primer, but keep in mind a little goes a long way!  Applying too much can alter the weartime of your foundation!",Just buy the refill instead!,light,brown,combination,red
P417604,Hydra Life Deep Hydration Sorbet Water Essence,1073,Dior,5499,80,Skincare,Treatments,5,1,"As a swimmer during COVID times when we need to get out of the changeroom as quickly as possible, this is perfect for just splashing on my face after a quick shower to avoid my face feeling tight and dry without having to slather on a bunch of product. It also smells lovely, which is a treat after a workout.",Great for splashing on after swim,light,brown,normal,black
P429676,Hydra Life Cooling Hydration Sorbet Eye Gel,1073,Dior,6630,60,Skincare,Eye Care,5,1,Provides a heavy dose of moisture and is absorbed quickly. I�ve applied this under my eyes at night and the skin feels plumper right away. No eye redness/inflammation in the morning when I wake up.,Worth the price,fair,brown,dry,brown
P480600,Rouge Dior Lip Balm,1073,Dior,15332,45,Skincare,Lip Balms & Treatments,4,1,"The reviews are mad about the price but at the same time what did you expect from Dior? It does what any lip balm does, hydrates and makes you lip soft. This lip balm also made my lips look glossy. If you hate the price so much then stop complaining and start saving.",Gets the job done,lightMedium,brown,combination,black
P440923,Capture Youth Age-Delay Advanced Eye Treatment,1073,Dior,4285,75,Skincare,Eye Care,5,1,"I finished a bottle of this, using it with the One Essential Eye Serum and the Capture Totale Firming & Wrinkle-Correcting Eye Cream and the results have been spectacular. Where I used to have a slew of eye issues (severe dryness, flakiness, wild puffiness), I now have perfectly smooth hydrated skin around the eyes. For variety, I�m now using the Capture Totale Super Potent Eye Serum instead of this with the other two products to see if there is a difference. If not, I will be coming back to this.",Delivers results,light,brown,normal,black
P408542,One Essential Eye Serum,1073,Dior,5908,72,Skincare,Eye Care,5,1,"I don�t know why but in the last 3 years, at some point in the winter, my eyelids go crazy dry and scaly and it takes me months of product discovery to finally tame them. In the second year of this experience, I came across this product and have never looked back. I can�t say for sure it is this one in particular, but when I use this with one of the Dior eye serums and the Dior eye cream, that awful dry, scaly problem disappears. Instead, I have smooth, soft, and tight skin around the eyes. I think it might be the combo of the products, which is why when I run out of any of them, I make sure to restock. Worth it to not have to deal with eye area problems!",Never go without,light,brown,normal,black
P454807,Capture Totale Firming & Wrinkle-Correcting Eye Cream,1073,Dior,6539,80,Skincare,Eye Care,5,1,"The price of this hurts, but this is the first under-eye cream I�ve tried that actually reduces the appearance of my wrinkles. It doesn�t totally remove the dark circles under my eyes, but it is lighter. And as long as I don�t accidentally apply it too close to the waterline of my eyes, I don�t experience any kind of sting. Feels good going on, smells nice.",Definitely give it a try,fair,green,dry,blonde
P427731,Capture Youth Glow Booster Age-Delay Illuminating Serum,1073,Dior,0,110,Skincare,Treatments,3,1,"This product is great! Leaves skin soft and smooth, my only complaint is the sticky residue that it leaves after application. It does make you glow though! Also wish it wasn�t this pricey... unsure if I will continue to purchase.",Love/Hate,light,brown,combination,brown
P429675,Hydra Life Balancing Hydration 2 in 1 Sorbet Water,1073,Dior,2966,45,Skincare,Moisturizers,5,1,"I tried a lot of products to help with dermatitis, even prescriptions. This paired with other Dior products worked! And my skin looks amazing all around!",Helped with my dermatitis!,fair,blue,normal,blonde
P427732,Capture Youth Plump Filler Age-Delay Plumping Serum,1073,Dior,0,110,Skincare,Treatments,5,1,"This serum is a godsend. I tried a sample and have fallen so in love with it. My skin looks so smooth and supple after I apply it. It leaves this amazing glow and I am just in awe when I look at my skin. I literally whispered �oh my god, my skin looks so good.� Ask for a sample and try it out, it is really amazing!!",you have to try it for yourself,fair,Grey,dry,black
P476432,Capture Totale Super Potent Cleanser,1073,Dior,2344,65,Skincare,Cleansers,5,1,OMG ITS REALLY GOOD!!!!!I LOVE IT IT MAKES MY SKIN LOOK LIKE IM USING A FILTER! I FEEL SO CLEAN SMOOTH AND A VERY GOOD LIGHT FLOWER SMELL!,I love it,medium,brown,normal,black
P444987,Capture Youth Age-Delay Progressive Peeling Crème,1073,Dior,2275,110,Skincare,Treatments,5,1,This peeling cream is amazing I highly recommend this if you are 25 years old. Leaves skin soft hydrated very flawless I love it at first I only got a small sample I loved it this second time I buy this product and my skin feels and looks beautiful,wonderful,fair,brown,dry,blonde
P481970,Hydra Life Fresh Sorbet Crème Moisturizer,1073,Dior,1208,85,Skincare,Moisturizers,4,1,"I used the old formula of this moisturizer and loved it, so I bought the new formula when I ran out. The consistency of the new formula  is a little thicker and less opaque than the old one, and seems to last longer as a protective layer on the surface of my skin (I feel like I notice it when I wash my face at the end of the day - which is prob a good thing!), but this change hasn�t caused any breakouts, increased oiliness or other skin issues for me. Despite hyaluronic acid now being a call-out ingredient of the new formula, I haven�t increased skin benefits in comparison to the old formula. Overall, I�m glad the new formula continues to fit in my skincare routine, but minus one star for the random price increase.",The new formula still works for me!,light,blue,combination,blonde
P440922,Capture Youth Intense Rescue Age-Delay Revitalizing Oil-Serum,1073,Dior,0,110,Skincare,Treatments,5,1,"Luxury splurge... I�m not a dermatologist, but this does feel nice for my ultra sensitive skin. Is it a holy grail? For me no, but it is a treat! I�m glad I picked this up, it is a nice easy addition to my skincare routine. My skincare routine is constantly changing as I enjoy trying new products. For now this is working and my skin is baby soft. I like to use a gentle cleanser, pat face dry, apply toner with hands spray or cotton round, apply a few drops of this serum and then a nice balmy cream, eye cream and lastly warm up three drops of face oil in my hands and press into skin. I recommend this product if you�re curious and have cash, but the most important wrinkle prevention is still probably daily use of SPF, good sleep, clean nutrition, exercise, and hydration.","it�s great but not necessary, spf is the key!",lightMedium,brown,oily,brown
P481971,Hydra Life Intense Sorbet Crème Moisturizer,1073,Dior,2201,85,Skincare,Moisturizers,5,1,"This product is like a water for skin!! softest, nicest smell, price is little bit high but whatever? my skin needs to drink a fresh water and here it is HYDRA LIFE DIOR - Thanks!",Perfect moisturiser,fairLight,hazel,combination,brown
P481077,Capture Totale Intensive Essence Lotion,1073,Dior,2108,80,Skincare,Moisturizers,5,1,"I am 54ish years old & purchased this product I have only been using this for a few days but I already notice that my skin appears brighter, feels softer, and the redness is fading away!  I love this lotion!!!  I suspect this will become a game changer for some!  Now, at first I thought it might be watery but it is a clear lotion. Very soothing & moisturing!  It takes one penny size drop for my entire face & neck and I use it after washing. My system:  Dreamskin face wash, Dior 1-minute mask once a week, then the Capture Totale Essence Lotion, Tatcha the Dewy Serum (new addition), Dior Hydra Life Eyecream, Capture Totale Dreamskin Care & Perfect skin perfection- I also use the Backstage skin perfector as a base when traveling as it�s easier to pack. I use the Dreamskin foundation for the days I need a more finished look. I did replace the Dior serum with the new Tatcha serum just to try it out but I will be switching back. In this photo I have used my Dior line but did not put in any foundation or face powder. I am wearing the new Refy brow in Dark, Dior backstage eye shadow, Dior backstage contour, Lanc�me mascara, Dior lip addict, and Maracuja juicy lip plump.",Honest Review - Over 50 & just started using this.,light,green,combination,black
P504053,Capture Dreamskin 1-Minute Mask,1073,Dior,993,80,Skincare,Masks,5,1,Why is no one talking about this product? It�s amazing. I�ve been using this product for 2 years now. (Picture is new packaging the one I�m holding vs old packaging),Quick skin revival,fairLight,brown,combination,black
P447212,Hyaluronic Serum,6302,Dr. Barbara Sturm,7257,320,Skincare,Treatments,5,1,"I received a full sized Dr. Barbara Sturm Hyaluronic Serum for free from Influenster in exchange for my honest review. This serum claims work as an intensive moisturizing treatment that takes effect immediately. It claims to help give the skin an instant freshness boost and visibly reduce fine lines. It�s full of both short chain and long chain hyaluronic acid and antioxidant rich: Purslane to protect skin from free radicals and, therefore, against premature aging. I have to say that I�ve used a couple of hyaluronic acid serums from lower price points and they made my skin feel dry, causing me to lose faith in hyaluronic acid but this serum feels so good and hydrating on my skin and my faith is restored!",Love this!,fair,hazel,combination,blonde
P454936,Mini Hyaluronic Serum,6302,Dr. Barbara Sturm,4691,110,Skincare,Mini Size,5,1,"I received a full sized Dr. Barbara Sturm Hyaluronic Serum for free from Influenster in exchange for my honest review. This serum claims work as an intensive moisturizing treatment that takes effect immediately. It claims to help give the skin an instant freshness boost and visibly reduce fine lines. It�s full of both short chain and long chain hyaluronic acid and antioxidant rich: Purslane to protect skin from free radicals and, therefore, against premature aging. I have to say that I�ve used a couple of hyaluronic acid serums from lower price points and they made my skin feel dry, causing me to lose faith in hyaluronic acid but this serum feels so good and hydrating on my skin and my faith is restored!",Love this!,fair,hazel,combination,blonde
P447782,Glow Drops,6302,Dr. Barbara Sturm,8905,150,Skincare,Treatments,4,1,"I was very excited to try a few Sturm products and I know this is one of her highlights. I loved wearing this on no-makeup days because it does give a beautiful glow to the skin, however I don�t think it plays too well with makeup. Also very pricey for what it does. It goes well with her other products and I can definitely see this being an awesome product to use on a beach vacation when you want a more minimalistic routine.",Nice serum but pricey!,tan,brown,combination,blonde
P454935,Mini Glow Drops,6302,Dr. Barbara Sturm,8640,60,Skincare,Mini Size,4,1,"I was very excited to try a few Sturm products and I know this is one of her highlights. I loved wearing this on no-makeup days because it does give a beautiful glow to the skin, however I don�t think it plays too well with makeup. Also very pricey for what it does. It goes well with her other products and I can definitely see this being an awesome product to use on a beach vacation when you want a more minimalistic routine.",Nice serum but pricey!,tan,brown,combination,blonde
P447781,Face Cream,6302,Dr. Barbara Sturm,4738,225,Skincare,Moisturizers,3,1,"I genuinely wanted to like this product, implementing this as part of my skin care routine for a couple weeks I noticed how bad I was breaking out, which was very unfortunate as I really love this product. My skin felt hydrated silky, smooth. I really wish this would work for me. Unfortunately, it may not be for my skin type, but still think it is a great product for others.",Maybe not me,tan,brown,normal,black
P464233,Mini Face Cream,6302,Dr. Barbara Sturm,2202,75,Skincare,Moisturizers,3,1,"I genuinely wanted to like this product, implementing this as part of my skin care routine for a couple weeks I noticed how bad I was breaking out, which was very unfortunate as I really love this product. My skin felt hydrated silky, smooth. I really wish this would work for me. Unfortunately, it may not be for my skin type, but still think it is a great product for others.",Maybe not me,tan,brown,normal,black
P447785,Eye Cream,6302,Dr. Barbara Sturm,4529,145,Skincare,Eye Care,5,1,The eye cream reduced my eyes from being puffy in the morning. I put this on at night so it can work over night. This is also a very calming rich smell and obsessed with it! I put this on every night after toner and before serums!,Eye Cream,fair,brown,dry,black
P447783,Cleanser,6302,Dr. Barbara Sturm,6271,75,Skincare,Cleansers,5,1,This cleans very well! I use this every day and go in circular motions all over my face! It doesn�t feel stripping at all and feels balanced. I don�t feel any tightening after cleaning with this. I would say to use about two to three pumps at once.,Cleanser!,fair,brown,dry,black
P447789,Sun Drops SPF 50,6302,Dr. Barbara Sturm,3538,150,Skincare,Sunscreen,4,1,"I used this spf for about a year along with a full Dr. Sturm skincare routine. It was effective, and I learned there is a knack to applying it to avoiding the pilling noted by other reviewers: your skin needs to be really hydrated. I found that when my skin was on the drier side, sun drops were really hard to apply. The product pilled and just wouldn�t sink in. But when my skin was hydrated and supple, it sunk right in and meshed beautifully with my skincare and under makeup. On the one hand, I liked realizing how much more hydrated my skin needed to be�on the other, our skin goes through phases and we doing want something as important and routine as our daily spf to be difficult to apply. Another trick when it did pill (which is something I do for any product that won�t sink in Shaun) is to spray a facial mist over the skin and then massage everything in. Works every time! There�s that hydration factor again I guess. Lastly: be aware that the regulations surrounding skincare filters are different in the US than in Europe, and the formulation for this spf is different here in the states. Sturm products are made in Germany, and my guess is they haven�t just perfected the formula for the US version. In summary, if your skin is generally well hydrated and especially if you have a Sturm routine, I think these drops are great because they can blend so beautifully and look very dewy on the skin. But there are so many amazing spf�s these days where you may get more bang for your buck. And since getting pregnant and now breastfeeding, I can�t even use this one anymore and have switched to mineral sunscreens by Tatcha and Odacit� which both perform beautifully.",Works great but there�s a knack to using it,lightMedium,brown,combination,brown
P448554,Enzyme Cleanser,6302,Dr. Barbara Sturm,7182,75,Skincare,Cleansers,5,1,I take a bit of the powder with water and clean my whole face! It gets all the dirt and grime out while not being irritating! This is a great product since you can bring it with you on the go! I Used this every other day!,Clean Clean,fair,brown,dry,black
P448711,Face Mask,6302,Dr. Barbara Sturm,5780,125,Skincare,Masks,5,1,This face mask is a life saver after a night out I often struggle with dry skin in the winter and this has been my life saver! The mask contains clay which soaks into skin and hydrates it. This mask helps my acne irritation be less visible as well. I highly suggest using this product if you have dry or textured skin. It is super calming and will always be one of my favorites.,Irritation calmer!,lightMedium,blue,combination,blonde
P447790,Anti-Pollution Drops,6302,Dr. Barbara Sturm,3528,150,Skincare,Treatments,5,1,Two drops covers your entire face. The mini bottle lasted me over three months I used it every day. Great for layering didn�t clog pores my skin looked great I generally have sensitive skin and I highly recommend this product.,Quality products go a long way,lightMedium,hazel,combination,brown
P456997,Night Serum,6302,Dr. Barbara Sturm,4921,310,Skincare,Treatments,5,1,"Got a mini of this serum just to try and my oh my. I use it right before my moisturizer and it soothes my skin and I wake up glowing. I�ve never had a product that makes my skin glow overnight quite like this one. I attached picture Of my skin after using it for 2 weeks and it�s glowing. Use this with the calming serum at night, you won�t regret.","Soothing, glowing must have",light,blue,combination,blonde
P447787,Super Anti-Aging Serum,6302,Dr. Barbara Sturm,4523,370,Skincare,Treatments,5,1,This serum is making my family glow! My mother and I use this serum at night before moisturizing and after toner! We have fairly dry skin and helps repair the moisture in our skin. The super-antiaging serum consists of strong antioxidants that also help the cells regenerate.,Great SERUM!! MUST HAVE!,fair,brown,dry,black
P454937,Mini Super Anti-Aging Serum,6302,Dr. Barbara Sturm,3397,130,Skincare,Mini Size,5,1,This serum is making my family glow! My mother and I use this serum at night before moisturizing and after toner! We have fairly dry skin and helps repair the moisture in our skin. The super-antiaging serum consists of strong antioxidants that also help the cells regenerate.,Great SERUM!! MUST HAVE!,fair,brown,dry,black
P481973,The Better B Niacinamide Serum,6302,Dr. Barbara Sturm,2538,145,Skincare,Treatments,5,1,Have seen a huge change in my skin. Even other people have noticed. A little pricey but I now only use this moisturizer and tret. So less products!,New must have,mediumTan,hazel,combination,brown
P448715,Balancing Toner,6302,Dr. Barbara Sturm,4371,75,Skincare,Cleansers,5,1,MY FAVORITE TONER!! This helps me rebalance my PH levels on my skin and does not feel stripping at all. This helps me start my process in my skincare routine. I use this toner after cleansing and before serums. This helps prep my face before!,Toner,fair,brown,dry,black
P469200,The Good C Vitamin C Serum,6302,Dr. Barbara Sturm,3108,145,Skincare,Treatments,5,1,If im not using the antipollution drops this is what I�d be using! The Good C vitamin C serum has great antioxidants that also work as repelling radicals! This helped with uneven pigmentation and always use this during the Morning routine before lotion.,Vita C!,fair,brown,dry,black
P448553,Face Cream Rich,6302,Dr. Barbara Sturm,3298,240,Skincare,Moisturizers,5,1,"I wanted to try this face cream, secretly hoping I wouldn�t like it enough to repurchase. But I will because it�s so great. Glides on so smooth, absorbs quickly and is SO hydrating. Even better in combination with her Vitamin C serum.",love it,lightMedium,green,combination,blonde
P448558,Clarifying Face Cream,6302,Dr. Barbara Sturm,2288,225,Skincare,Moisturizers,5,1,"I�ve never been able to consistently use a cream moisturizer as everything breaks me out even after only one day. This one has not made me break out not even a little bit, and the jar is nearly done! So happy to finally find a moisturizer I can use like a normal human!",does not clog ya pores!,lightMedium,brown,combination,black
P447788,Calming Serum,6302,Dr. Barbara Sturm,2487,255,Skincare,Treatments,5,1,"The Calming Serum Helped me so much when I used to use Differin! This is a milky type of serum and calmed my redness, and inflammation straight away. It also calmed my acne down from the redness. The redness goes away pretty quickly which I enjoy and I only use this when dry. It also moisturizes my skin without feeling heavy or oily.",CALM DOWN,fair,brown,dry,black
P448542,Clarifying Mask,6302,Dr. Barbara Sturm,2446,150,Skincare,Masks,5,1,"My favorite product of hers is her regular face mask, but I wanted a mask for well I got blemishes/acne so i was told to try this one. It gets the job done, I multi mask with this and the original mask once, sometimes twice a week and it really seems to help my skin! You deff don�t need a mask, but if you want something extra and enjoy skincare then i suggest trying both of her masks!",Clarifying Mask,fair,blue,normal,blonde
P449601,Face Cream Light,6302,Dr. Barbara Sturm,1420,215,Skincare,Moisturizers,5,1,"After trying all her creams, this formula is my favorite for my skin type. I have combo skin and this doesn�t leave my face looking greasy, it�s absorbs completely and leaves my skin so hydrated without that extra glow. No fragrance which I love and I only need to use like a dime size amount for my entire face. My skin is so clear and this on top of her Hyaluronic Serum... omg its magic. LOVE!",Light Face Cream,fair,blue,normal,blonde
P454375,Clarifying Acne Spot Treatment,6302,Dr. Barbara Sturm,1720,55,Skincare,Treatments,5,1,"Okay so I know what you�re thinking. $55 for a dang spot treatment? But girl TRUST when I say I�ve had crazy acne for years, and legit this is the only spot treatment that has given me consistent and reliable results. ALSO!!! The bottle lasted 5 months. $11 a month in my opinion was totally worth it for clearer more easily tamed skin. I never write reviews but I loved this enough that I figured I�d drop one as I�m now purchasing this again :)",worth the $$$,light,hazel,combination,blonde
P448548,Darker Skin Tones Hyaluronic Serum,6302,Dr. Barbara Sturm,2233,300,Skincare,Treatments,5,1,THIS is the bomb when it comes to rehydration to the face. I use this after my toner and before any other serums that I put on. This helped my face give balance on skin when being super dry after the shower. I also think that this is limited to darker skin tones but definitely a great option!,Hydration!,fair,brown,dry,black
P448545,Darker Skin Tones Foam Cleanser,6302,Dr. Barbara Sturm,1146,75,Skincare,Cleansers,5,1,"I adore this cleanser. Yes, I hate the price, but it lasts forever, doesn�t strip my crazy sensitive skin & prone to breakouts skin, but removes all my makeup thoroughly. I most often cleanse once, but a few times a week, I use for a double cleanse to first remove makeup & sunscreen & then to cleanse my skin. I cleanse first thing in the morning, after workouts & again at night if I�ve reapplied sunscreen or makeup. I�ve had this for 3 months & still have a lot left. It�s crazy expensive, but I suffer from Perioraldermatitis, hyperpigmentation, combination skin that will break out if any ingredients are comedogenic. My skin is a million times better since I�ve used this. I was using Jan Marini, which was causing my barrier to thin away. I started using a few Dr. Sturm products - including her ridiculously expensive moisturizer (desperation from a really bad PD flare up), which I seriously love, but it�s too much money for constant use. I will buy the cleanser again b/c I haven�t seen another product as both gentle, non-drying- and yet effective that isn�t the same price. My skin is super balanced, not oily, but sensitive. I read every ingredient & don�t leave anything on my skin with coconut derivatives.","Great for sensitive, PD prone skin.",mediumTan,green,combination,brown
P475926,The SturmGlow Kit,6302,Dr. Barbara Sturm,3701,185,Skincare,Value & Gift Sets,3,1,After receiving this set for Christmas I was pretty disappointed to find that similar to the other reviewers the serum came in half full. Annoyed that was the product I was most excited to try.,Serum rip-off,light,green,normal,blonde
P448546,Darker Skin Tones Enzyme Cleanser,6302,Dr. Barbara Sturm,3148,75,Skincare,Cleansers,5,1,This product is a great cleanser because its easy to carry and on the go! It helped me get clean and fresh clean every time I cleanse. I pour some powder into my hands and add water and mix into my face when it foams up and I just rub it all over. This is not irritating on my sensitive skin at all.,Great for all SKIN TYPES!!!,fair,brown,dry,black
P448549,Brightening Serum,6302,Dr. Barbara Sturm,1709,310,Skincare,Treatments,5,1,The brightening serum helps me look awake and refreshed by the morning after a long night of no sleep. I have personally used this on specific days when I need it. I add this during my morning and night routine before my face cream. It is a little bit more a of serum consistency instead of a liquid substance. It really helps brighten all throughout!,BRIGHT DAY,fair,brown,dry,black
P448544,Darker Skin Tones Face Cream,6302,Dr. Barbara Sturm,1685,225,Skincare,Moisturizers,5,1,During the summer when my skin tends to become darker in tone this is my holy grail cream. Its not so heavy and its just sits on the skin perfectly with adequate moisture. I use this in the morning as soon as I wake up or at night as a last step. It made my skin supper nice and supple.,A must have in my routine!,fair,brown,dry,black
P474036,Aloe Vera Gel,6302,Dr. Barbara Sturm,1128,75,Skincare,Moisturizers,5,1,"I love the ingredients in this so much so that I use this as a serum,toner & moisturizer. This has been perfect for using tretinoin. I used to use the Korean fermented products and then a serum then tret or differin and moisturizer to top it off. Now I wash my face and apply this onto wet skin and let it dry down for about 15 min then apply tretinoin. If I need more moisture I put more of this on and/or cerave. It has really streamlined my skincare routine and ended up making my routine cheaper. I also use this as after sun gel and to help heal rashes.",more than just Aloe,deep,brown,combination,black
P471017,Super Anti-Aging Face Cream,6302,Dr. Barbara Sturm,928,360,Skincare,Moisturizers,5,1,Continuously obsessed! This Super Anti-Aging Face Cream gives me the boost of my dreams. It helps deliver quick and long-term anti-aging results by lessening smile lines when I wake up and wrinkles on my forehead. It�s a great pick-me-up face cream after a long week! I use this as the last step of my skincare routine before bed!!,Smile Away!!,fair,brown,dry,black
P448713,Clarifying Spot Treatment,6302,Dr. Barbara Sturm,2729,55,Skincare,Treatments,5,1,"Exactly what I needed: spot treatment without being too harsh, and coverage without further clogging. Will it magically evaporate your pimple or cover it as well as heavy concealer? No, of course not. It will, however, minimize the appearance of your blemish while allowing your face to heal. I find application works best when I lightly tap it in place.",New favorite,light,brown,combination,brown
P448551,Brightening Face Lotion,6302,Dr. Barbara Sturm,1490,205,Skincare,Moisturizers,5,1,"It. Is. Glorious. This lotion moisturizes my skin without being too heavy (I have combination skin that�s prone to breakouts) - and my skin actually looks brighter immediately after putting it on. I even think this is such a better product than Augustinus Bader�s famous The Cream. I also use Dr. Sturm�s Enzyme Cleanser, which is my favorite cleanser I�ve ever used. Can�t recommend this product enough!",Amazing,fair,green,combination,blonde
P477150,Super Anti-Aging Eye Cream,6302,Dr. Barbara Sturm,1735,210,Skincare,Eye Care,5,1,I am loving the results after a few weeks! It had helped tremendously with the lines around my eye! I Use this right after toner under my eyes! Its scent is very calming and nothing harsh. It goes well with a thin or thick moisturizer and did not pill for me!,Eye pick me up!,fair,brown,dry,black
P448550,Brightening Face Cream,6302,Dr. Barbara Sturm,2000,240,Skincare,Moisturizers,5,1,"I didn�t want to like this, but I really do. It�s a very simple, hydrating and nourishing moisturizer. It never feels like too much or too little for my skin. Has calmed down my redness a lot.",Amazing!,lightMedium,hazel,dry,brown
P448547,Darker Skin Tones Face Cream Rich,6302,Dr. Barbara Sturm,873,240,Skincare,Moisturizers,5,1,"Ugh in a way I regret buying this cream because it�s so expensive but soooo good. I�ve noticed a difference after the first day of using it. My skin texture has smoothed out, it brightens, and it pairs well with my makeup or just on its own. I honestly can�t begin to describe how good this feels on my skin",take alllll my money,rich,brown,normal,black
